step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K Q_A Q_H Q_B f_pol r_AH
868 868.000000 11.4898355569 60.2569704273 71.7468059842 240.912904 -0.51151394 0.50000000 0.01151394 0.02302788 1.03250204
869 869.000000 11.4434727786 60.3056862826 71.7491590612 239.940793 -0.51162153 0.50000000 0.01162153 0.02324307 1.03448127
870 870.000000 11.4216603451 60.3264510220 71.7481113671 239.483441 -0.51155117 0.50000000 0.01155117 0.02310233 1.03318987
871 871.000000 11.4218979878 60.3219469849 71.7438449727 239.488424 -0.51131233 0.50000000 0.01131233 0.02262467 1.02871937
872 872.000000 11.4204269614 60.3178223594 71.7382493208 239.457580 -0.51096382 0.50000000 0.01096382 0.02192765 1.02194180
873 873.000000 11.3909171473 60.3429279599 71.7338451072 238.838834 -0.51059253 0.50000000 0.01059253 0.02118507 1.01436466
874 874.000000 11.3267775999 60.4051387405 71.7319163404 237.493989 -0.51028566 0.50000000 0.01028566 0.02057132 1.00780163
875 875.000000 11.2456430146 60.4859107744 71.7315537890 235.792801 -0.51010841 0.50000000 0.01010841 0.02021682 1.00387832
876 876.000000 11.1683047841 60.5629034533 71.7312082373 234.171213 -0.51009190 0.50000000 0.01009190 0.02018381 1.00350782
877 877.000000 11.0946803301 60.6363556108 71.7310359409 232.627494 -0.51022901 0.50000000 0.01022901 0.02045802 1.00655864
878 878.000000 11.0065547048 60.7260679142 71.7326226190 230.779722 -0.51047509 0.50000000 0.01047509 0.02095018 1.01188631
879 879.000000 10.8936918266 60.8427758167 71.7364676433 228.413272 -0.51075447 0.50000000 0.01075447 0.02150895 1.01771663
880 880.000000 10.7710097191 60.9697833747 71.7407930938 225.840937 -0.51097669 0.50000000 0.01097669 0.02195338 1.02219764
881 881.000000 10.6680009149 61.0748895673 71.7428904821 223.681102 -0.51106319 0.50000000 0.01106319 0.02212637 1.02390599
882 882.000000 10.6030228038 61.1381560181 71.7411788219 222.318675 -0.51097611 0.50000000 0.01097611 0.02195222 1.02218603
883 883.000000 10.5669176946 61.1694067484 71.7363244430 221.561641 -0.51073408 0.50000000 0.01073408 0.02146815 1.01729848
884 884.000000 10.5302674570 61.2006416375 71.7309090945 220.793178 -0.51040481 0.50000000 0.01040481 0.02080961 1.01038353
885 885.000000 10.4697071460 61.2578828613 71.7275900073 219.523381 -0.51007910 0.50000000 0.01007910 0.02015820 1.00321979
886 886.000000 10.3901344206 61.3367063811 71.7268408017 217.854942 -0.50984102 0.50000000 0.00984102 0.01968204 0.99776466
887 887.000000 10.3177197084 61.4091555221 71.7268752305 216.336587 -0.50974677 0.50000000 0.00974677 0.01949354 0.99555114
888 888.000000 10.2681365582 61.4583144856 71.7264510439 215.296954 -0.50981473 0.50000000 0.00981473 0.01962945 0.99715026
889 889.000000 10.2277967027 61.4989823164 71.7267790190 214.451129 -0.51002306 0.50000000 0.01002306 0.02004612 1.00195293
890 890.000000 10.1721678074 61.5574424576 71.7296102651 213.284731 -0.51031257 0.50000000 0.01031257 0.02062513 1.00838851
891 891.000000 10.0972874708 61.6371252125 71.7344126833 211.714679 -0.51059738 0.50000000 0.01059738 0.02119476 1.01446601
892 892.000000 10.0264186195 61.7120271004 71.7384457199 210.228738 -0.51078728 0.50000000 0.01078728 0.02157456 1.01838665
893 893.000000 9.9872015574 61.7518850730 71.7390866304 209.406455 -0.51081834 0.50000000 0.01081834 0.02163667 1.01901820
894 894.000000 9.9851066400 61.7506857260 71.7357923660 209.362529 -0.51067844 0.50000000 0.01067844 0.02135687 1.01615200
895 895.000000 9.9978471689 61.7326310510 71.7304782199 209.629666 -0.51041243 0.50000000 0.01041243 0.02082487 1.01054731
896 896.000000 9.9956703740 61.7305104805 71.7261808546 209.584024 -0.51010349 0.50000000 0.01010349 0.02020697 1.00376793
897 897.000000 9.9700513846 61.7545415843 71.7245929689 209.046859 -0.50984239 0.50000000 0.00984239 0.01968477 0.99779649
898 898.000000 9.9414024837 61.7832932694 71.7246957531 208.446163 -0.50970076 0.50000000 0.00970076 0.01940151 0.99445904
899 899.000000 9.9339489254 61.7906585055 71.7246074309 208.289881 -0.50971582 0.50000000 0.00971582 0.01943164 0.99481738
900 900.000000 9.9455696450 61.7789581284 71.7245277733 208.533538 -0.50988493 0.50000000 0.00988493 0.01976986 0.99878522
901 901.000000 9.9505251331 61.7758938396 71.7264189727 208.637442 -0.51016597 0.50000000 0.01016597 0.02033194 1.00516337
902 902.000000 9.9312241401 61.7997027625 71.7309269026 208.232749 -0.51048391 0.50000000 0.01048391 0.02096781 1.01207375
903 903.000000 9.8991923919 61.8368359776 71.7360283694 207.561124 -0.51074750 0.50000000 0.01074750 0.02149500 1.01757384
904 904.000000 9.8832343629 61.8555008800 71.7387352429 207.226524 -0.51087693 0.50000000 0.01087693 0.02175387 1.02020261
905 905.000000 9.9011390384 61.8362976256 71.7374366640 207.601940 -0.51083341 0.50000000 0.01083341 0.02166681 1.01932374
906 906.000000 9.9430945453 61.7898595190 71.7329540642 208.481642 -0.51063502 0.50000000 0.01063502 0.02127004 1.01525134
907 907.000000 9.9805313879 61.7474339113 71.7279652992 209.266598 -0.51034892 0.50000000 0.01034892 0.02069784 1.00917795
908 908.000000 9.9927850744 61.7322476676 71.7250327419 209.523527 -0.51006498 0.50000000 0.01006498 0.02012996 1.00290162
909 909.000000 9.9870240415 61.7374858391 71.7245098806 209.402732 -0.50986627 0.50000000 0.00986627 0.01973254 0.99835237
910 910.000000 9.9888307658 61.7358925312 71.7247232970 209.440615 -0.50980844 0.50000000 0.00980844 0.01961689 0.99700308
911 911.000000 10.0112039828 61.7134747600 71.7246787428 209.909725 -0.50991020 0.50000000 0.00991020 0.01982040 0.99936957
912 912.000000 10.0386393101 61.6869752213 71.7256145314 210.484975 -0.51015106 0.50000000 0.01015106 0.02030212 1.00483149
913 913.000000 10.0461023795 61.6829661008 71.7290684803 210.641456 -0.51047412 0.50000000 0.01047412 0.02094824 1.01186566
914 914.000000 10.0285118598 61.7058795883 71.7343914481 210.272627 -0.51079617 0.50000000 0.01079617 0.02159233 1.01856767
915 915.000000 10.0065529437 61.7324178722 71.7389708159 209.812204 -0.51102841 0.50000000 0.01102841 0.02205683 1.02322153
916 916.000000 10.0061374322 61.7342057712 71.7403432034 209.803492 -0.51110516 0.50000000 0.01110516 0.02221031 1.02472787
917 917.000000 10.0346506479 61.7032195952 71.7378702431 210.401342 -0.51100849 0.50000000 0.01100849 0.02201698 1.02282796
918 918.000000 10.0747026698 61.6583592097 71.7330618796 211.241132 -0.51077523 0.50000000 0.01077523 0.02155046 1.01814089
919 919.000000 10.0995786435 61.6290081722 71.7285868157 211.762719 -0.51048189 0.50000000 0.01048189 0.02096378 1.01203087
920 920.000000 10.0976999184 61.6286525661 71.7263524845 211.723327 -0.51021711 0.50000000 0.01021711 0.02043423 1.00629630
921 921.000000 10.0833239849 61.6427700661 71.7260940510 211.421900 -0.51005579 0.50000000 0.01005579 0.02011159 1.00269418
922 922.000000 10.0801297662 61.6461601810 71.7262899472 211.354925 -0.51004305 0.50000000 0.01004305 0.02008611 1.00240612
923 923.000000 10.0938107817 61.6327673596 71.7265781413 211.641781 -0.51018773 0.50000000 0.01018773 0.02037547 1.00564652
924 924.000000 10.1057733251 61.6225424171 71.7283157422 211.892606 -0.51046153 0.50000000 0.01046153 0.02092307 1.01159756
925 925.000000 10.0952093984 61.6372642489 71.7324736474 211.671107 -0.51080277 0.50000000 0.01080277 0.02160554 1.01870202
926 926.000000 10.0624949086 61.6754405375 71.7379354461 210.985166 -0.51112754 0.50000000 0.01112754 0.02225509 1.02516445
927 927.000000 10.0290196795 61.7131796646 71.7421993441 210.283275 -0.51135070 0.50000000 0.01135070 0.02270140 1.02944679
928 928.000000 10.0173562481 61.7258611733 71.7432174214 210.038722 -0.51141278 0.50000000 0.01141278 0.02282556 1.03061625
929 929.000000 10.0321926072 61.7084302803 71.7406228875 210.349803 -0.51130157 0.50000000 0.01130157 0.02260313 1.02851458
930 930.000000 10.0570229806 61.6788453576 71.7358683382 210.870434 -0.51105644 0.50000000 0.01105644 0.02211287 1.02377338
931 931.000000 10.0683100417 61.6630510112 71.7313610529 211.107095 -0.51075315 0.50000000 0.01075315 0.02150629 1.01768945
932 932.000000 10.0563242030 61.6725401038 71.7288643068 210.855782 -0.51047799 0.50000000 0.01047799 0.02095598 1.01194794
933 933.000000 10.0341701416 61.6941186305 71.7282887721 210.391267 -0.51030393 0.50000000 0.01030393 0.02060785 1.00820034
934 934.000000 10.0238364699 61.7045344078 71.7283708777 210.174596 -0.51027575 0.50000000 0.01027575 0.02055149 1.00758487
935 935.000000 10.0320269090 61.6966692909 71.7286961998 210.346329 -0.51040380 0.50000000 0.01040380 0.02080760 1.01036191
936 936.000000 10.0429883722 61.6873545328 71.7303429050 210.576163 -0.51066297 0.50000000 0.01066297 0.02132594 1.01583179
937 937.000000 10.0366472188 61.6975724774 71.7342196963 210.443205 -0.51099570 0.50000000 0.01099570 0.02199139 1.02257465
938 938.000000 10.0105777827 61.7288981283 71.7394759110 209.896595 -0.51132147 0.50000000 0.01132147 0.02264293 1.02889285
939 939.000000 9.9828313974 61.7610505607 71.7438819582 209.314823 -0.51155543 0.50000000 0.01155543 0.02311086 1.03326843
940 940.000000 9.9759240588 61.7694505449 71.7453746037 209.169994 -0.51163360 0.50000000 0.01163360 0.02326720 1.03470153
941 941.000000 9.9984543954 61.7448071189 71.7432615143 209.642398 -0.51153509 0.50000000 0.01153509 0.02307018 1.03289318
942 942.000000 10.0386179439 61.6999384406 71.7385563845 210.484527 -0.51128987 0.50000000 0.01128987 0.02257974 1.02829175
943 943.000000 10.0737273706 61.6597209517 71.7334483222 211.220683 -0.51096757 0.50000000 0.01096757 0.02193514 1.02201628
944 944.000000 10.0892106194 61.6407610989 71.7299717183 211.545328 -0.51065380 0.50000000 0.01065380 0.02130761 1.01564168
945 945.000000 10.0915949574 61.6370076808 71.7286026382 211.595321 -0.51042581 0.50000000 0.01042581 0.02085162 1.01083416
946 946.000000 10.1012508163 61.6270379457 71.7282887620 211.797780 -0.51033570 0.50000000 0.01033570 0.02067139 1.00889126
947 947.000000 10.1296469663 61.5985715434 71.7282185097 212.393176 -0.51040250 0.50000000 0.01040250 0.02080500 1.01033392
948 948.000000 10.1657528956 61.5633377000 71.7290905955 213.150226 -0.51060999 0.50000000 0.01060999 0.02121997 1.01472949
949 949.000000 10.1878660638 61.5441826346 71.7320486983 213.613884 -0.51090838 0.50000000 0.01090838 0.02181675 1.02083433
950 950.000000 10.1871303718 61.5496775199 71.7368078917 213.598458 -0.51122166 0.50000000 0.01122166 0.02244331 1.02698566
951 951.000000 10.1770364220 61.5643632480 71.7413996700 213.386813 -0.51146371 0.50000000 0.01146371 0.02292742 1.03156866
952 952.000000 10.1814157941 61.5621081834 71.7435239775 213.478638 -0.51156271 0.50000000 0.01156271 0.02312542 1.03340252
953 953.000000 10.2143109723 61.5276833164 71.7419942886 214.168367 -0.51148577 0.50000000 0.01148577 0.02297154 1.03197931
954 954.000000 10.2685083400 61.4688937041 71.7374020440 215.304749 -0.51125155 0.50000000 0.01125155 0.02250311 1.02755954
955 955.000000 10.3209324339 61.4109140417 71.7318464755 216.403950 -0.51092349 0.50000000 0.01092349 0.02184698 1.02113698
956 956.000000 10.3515722130 61.3761114085 71.7276836215 217.046389 -0.51058740 0.50000000 0.01058740 0.02117479 1.01425709
957 957.000000 10.3610194197 61.3648193400 71.7258387598 217.244473 -0.51032539 0.50000000 0.01032539 0.02065078 1.00866747
958 958.000000 10.3684533012 61.3568910835 71.7253443847 217.400343 -0.51019635 0.50000000 0.01019635 0.02039271 1.00583745
959 959.000000 10.3889849754 61.3360658268 71.7250508022 217.830841 -0.51022588 0.50000000 0.01022588 0.02045175 1.00648955
960 960.000000 10.4148425998 61.3105958801 71.7254384800 218.373010 -0.51040299 0.50000000 0.01040299 0.02080598 1.01034453
961 961.000000 10.4235292261 61.3043597327 71.7278889588 218.555146 -0.51068123 0.50000000 0.01068123 0.02136246 1.01620977
962 962.000000 10.4035519064 61.3289122547 71.7324641612 218.136272 -0.51098526 0.50000000 0.01098526 0.02197052 1.02236776
963 963.000000 10.3681210724 61.3690991543 71.7372202267 217.393377 -0.51122681 0.50000000 0.01122681 0.02245362 1.02708473
964 964.000000 10.3438469983 61.3957442145 71.7395912128 216.884411 -0.51132996 0.50000000 0.01132996 0.02265993 1.02905410
965 965.000000 10.3476816557 61.3904585372 71.7381401929 216.964814 -0.51125797 0.50000000 0.01125797 0.02251595 1.02768248
966 966.000000 10.3725734834 61.3608692335 71.7334427170 217.486733 -0.51102784 0.50000000 0.01102784 0.02205569 1.02321031
967 967.000000 10.3929146018 61.3348942217 71.7278088235 217.913235 -0.51070392 0.50000000 0.01070392 0.02140785 1.01667827
968 968.000000 10.3862741750 61.3375262977 71.7238004727 217.774002 -0.51037417 0.50000000 0.01037417 0.02074834 1.00972378
969 969.000000 10.3534216217 61.3688544530 71.7222760747 217.085167 -0.51012224 0.50000000 0.01012224 0.02024448 1.00418810
970 970.000000 10.3153466030 61.4066482465 71.7219948495 216.286829 -0.51000684 0.50000000 0.01000684 0.02001367 1.00158423
971 971.000000 10.2874093112 61.4343205753 71.7217298865 215.701055 -0.51005135 0.50000000 0.01005135 0.02010269 1.00259368
972 972.000000 10.2600299425 61.4621708526 71.7222007951 215.126978 -0.51024075 0.50000000 0.01024075 0.02048151 1.00681711
973 973.000000 10.2103464508 61.5145911674 71.7249376181 214.085241 -0.51052331 0.50000000 0.01052331 0.02104662 1.01290877
974 974.000000 10.1304485969 61.5993194176 71.7297680144 212.409984 -0.51081875 0.50000000 0.01081875 0.02163749 1.01902655
975 975.000000 10.0386594607 61.6957129398 71.7343724005 210.485397 -0.51103686 0.50000000 0.01103686 0.02207372 1.02338804
976 976.000000 9.9633363082 61.7727304977 71.7360668060 208.906060 -0.51110547 0.50000000 0.01110547 0.02221095 1.02473409
977 977.000000 9.9174746290 61.8162343360 71.7337089650 207.944457 -0.51099750 0.50000000 0.01099750 0.02199500 1.02261045
978 978.000000 9.8870550773 61.8413958812 71.7284509585 207.306635 -0.51074219 0.50000000 0.01074219 0.02148437 1.01746487
979 979.000000 9.8427789147 61.8802931525 71.7230720672 206.378276 -0.51041337 0.50000000 0.01041337 0.02082673 1.01056736
980 980.000000 9.7665869440 61.9534124873 71.7199994313 204.780722 -0.51010200 0.50000000 0.01010200 0.02020399 1.00373447
981 981.000000 9.6689639789 62.0503791104 71.7193430893 202.733814 -0.50988784 0.50000000 0.00988784 0.01977567 0.99885260
982 982.000000 9.5765482530 62.1427993024 71.7193475554 200.796089 -0.50982082 0.50000000 0.00982082 0.01964164 0.99729285
983 983.000000 9.5009935884 62.2181883105 71.7191818988 199.211898 -0.50991290 0.50000000 0.00991290 0.01982580 0.99943192
984 984.000000 9.4262445164 62.2939568287 71.7202013451 197.644599 -0.51013661 0.50000000 0.01013661 0.02027322 1.00450925
985 985.000000 9.3301928264 62.3935640772 71.7237569036 195.630637 -0.51042877 0.50000000 0.01042877 0.02085754 1.01089759
986 986.000000 9.2129211896 62.5159281458 71.7288493354 193.171746 -0.51070248 0.50000000 0.01070248 0.02140495 1.01664843
987 987.000000 9.0985984321 62.6340585585 71.7326569906 190.774686 -0.51087035 0.50000000 0.01087035 0.02174070 1.02007006
988 988.000000 9.0119436143 62.7208679885 71.7328116028 188.957753 -0.51087467 0.50000000 0.01087467 0.02174934 1.02015703
989 989.000000 8.9547672521 62.7743244434 71.7290916955 187.758908 -0.51071044 0.50000000 0.01071044 0.02142088 1.01681251
990 990.000000 8.9038682896 62.8197361233 71.7236044129 186.691685 -0.51042760 0.50000000 0.01042760 0.02085521 1.01087258
991 991.000000 8.8326367169 62.8867261479 71.7193628648 185.198139 -0.51011081 0.50000000 0.01011081 0.02022162 1.00393209
992 992.000000 8.7380831664 62.9798009635 71.7178841298 183.215589 -0.50984920 0.50000000 0.00984920 0.01969840 0.99795521
993 993.000000 8.6451996703 63.0728418535 71.7180415238 181.268056 -0.50971117 0.50000000 0.00971117 0.01942235 0.99470697
994 994.000000 8.5798173575 63.1382239967 71.7180413542 179.897154 -0.50973056 0.50000000 0.00973056 0.01946112 0.99516722
995 995.000000 8.5394136247 63.1787750518 71.7181886765 179.049989 -0.50990190 0.50000000 0.00990190 0.01980381 0.99917798
996 996.000000 8.4977395745 63.2226197711 71.7203593456 178.176189 -0.51018131 0.50000000 0.01018131 0.02036262 1.00550405
997 997.000000 8.4367336953 63.2882831857 71.7250168811 176.897050 -0.51049336 0.50000000 0.01049336 0.02098671 1.01227444
998 998.000000 8.3664272436 63.3636502175 71.7300774611 175.422901 -0.51074807 0.50000000 0.01074807 0.02149614 1.01758551
999 999.000000 8.3130314379 63.4196222343 71.7326536722 174.303325 -0.51086826 0.50000000 0.01086826 0.02173651 1.02002784
1000 1000.000000 8.2920713439 63.4392165100 71.7312878539 173.863845 -0.51081807 0.50000000 0.01081807 0.02163613 1.01901274
